team_year,BPI_Off,BPI_Def,BPI
2015 South Dakota St.,3.9,0.8,4.7
2015 Boston College,2.2,2.4,4.6
2015 Massachusetts,4.6,0.1,4.6
2015 William & Mary,5.2,-0.7,4.5
2015 New Mexico St.,0.8,3.7,4.5
2015 Tennessee,-0.3,4.8,4.5
2015 UTEP,1.8,2.7,4.5
2015 Wofford,-2.7,7,4.2
2015 Tulsa,-1.6,5.8,4.2
2015 Creighton,2.5,1.7,4.2
2015 St. Bonaventure,1.1,3.1,4.1
2015 San Diego,-0.2,4.2,4.1
2015 UC Santa Barbara,1.7,2.2,4
2015 Evansville,4.1,-0.1,4
2015 Northwestern,-1.2,5.2,4
2015 Cleveland St.,-1,4.9,3.9
2015 Vermont,-0.8,4.7,3.8
2015 Nebraska,-2.9,6.6,3.7
2015 Akron,0.6,3.1,3.7
2015 Florida St.,2.2,1.5,3.7
2015 UC Davis,2.9,0.7,3.7
2015 Colorado,2.2,1.4,3.7
2015 Oregon,7.1,-3.5,3.6
2015 Marquette,0,3.4,3.4
2015 Long Beach St.,1.8,1.3,3.1
2015 Wyoming,-4.8,7.7,2.9
2015 Eastern Washington,9.9,-7,2.9
2015 South Carolina UpSt.,-0.2,3.1,2.8
2015 North Florida,5.5,-2.8,2.7
2015 Northeastern,1.4,1.2,2.6
2015 Coastal Carolina,-0.4,3,2.6
2015 Albany,-1.5,3.9,2.4
2015 Georgia Southern,-1.2,3.6,2.4
2015 Stony Brook,-1.4,3.7,2.3
2015 Louisiana,5.8,-3.5,2.3
2015 Bowling Green,-1.1,3.4,2.3
2015 Wake Forest,3.4,-1.2,2.2
2015 Kent St.,-1.2,3.4,2.2
2015 New Mexico,-3.2,5.3,2.1
2015 Belmont,5.9,-3.9,2
2015 Washington,2.6,-0.7,1.9
2015 Morehead St.,1.4,0.4,1.8
2015 Eastern Michigan,-1,2.8,1.8
2015 Utah St.,0.3,1.4,1.7
2015 Columbia,-0.8,2.5,1.7
2015 Canisius,-1.4,3,1.7
2015 Charlotte,6.1,-4.6,1.6
2015 Western Kentucky,2.2,-0.7,1.5
2015 High Point,3,-1.5,1.5
2015 Cal Poly,-5.5,6.9,1.4
2015 Chattanooga,1.9,-1,0.9
2015 Mercer,-1.7,2.6,0.9
2015 UT Martin,0.8,0.1,0.9
2015 Manhattan,1.8,-1.1,0.8
2015 California,0.2,0.5,0.7
2015 Florida Gulf Coast,-1,1.7,0.7
2015 DePaul,4.2,-3.5,0.7
2015 Texas Tech,-3.4,4,0.6
2015 Rider,-1.2,1.8,0.6
2015 Lehigh,0.9,-0.3,0.6
2015 UAB,1.9,-1.3,0.5
2015 Saint Joseph's,-2.7,3.2,0.5
2015 Auburn,3.8,-3.4,0.4
2015 Charleston Southern,2.6,-2.3,0.3
2015 Quinnipiac,2,-1.7,0.3
2015 Loyola Chicago,-3.4,3.6,0.2
2015 Mississippi St.,-3.9,4.1,0.2
2015 Colgate,-0.5,0.6,0.2
2015 UNC Wilmington,1.4,-1.3,0.1
2015 San Francisco,1.4,-1.3,0.1
2015 American,-7.6,7.6,0
2015 Montana,0.4,-0.4,0
2015 Radford,2.1,-2.1,-0.1
2015 Dartmouth,-2.7,2.5,-0.1
2015 Oregon St.,-7.5,7.4,-0.1
2015 Winthrop,2.4,-2.6,-0.2
2015 Monmouth,-2.4,2.2,-0.2
2015 Lafayette,6.2,-6.4,-0.3
2015 Pepperdine,-4.1,3.8,-0.3
2015 Middle Tennessee,-4.3,3.9,-0.4
2015 St. Francis (BKN),-0.4,0,-0.4
2015 Robert Morris,-0.1,-0.4,-0.5
2015 New Hampshire,-2.3,1.8,-0.5
2015 Cornell,-3.7,3.2,-0.5
2015 Virginia Tech,0.2,-0.8,-0.6
2015 Norfolk St.,0.8,-1.5,-0.6
2015 Western Michigan,3.1,-3.8,-0.7
2015 Princeton,1.3,-2.1,-0.7
2015 UT Arlington,3,-3.8,-0.8
2015 Saint Peter's,-6,5.2,-0.8
2015 Oakland,6.5,-7.2,-0.8
2015 Portland,1.9,-2.7,-0.8
2015 NJIT,1.4,-2.3,-0.9
2015 UL Monroe,-5.1,4,-1.1
2015 North Dakota St.,-4,2.9,-1.1
2015 George Mason,-0.6,-0.6,-1.3
2015 Detroit Mercy,1.6,-2.9,-1.4
2015 Northern Arizona,-0.9,-0.5,-1.4
2015 East Tennessee St.,2.8,-4.2,-1.4
2015 Indiana St.,0.4,-1.8,-1.4
2015 Oral Roberts,1.5,-3,-1.5
2015 Bucknell,1,-2.5,-1.5
2015 Purdue Fort Wayne,0.5,-2.1,-1.6
2015 Air Force,-1.1,-0.5,-1.6
2015 Northern Kentucky,0.2,-1.9,-1.7
2015 Rutgers,-3.7,1.9,-1.8
2015 Tulane,-2.8,1,-1.8
2015 James Madison,-0.4,-1.4,-1.9
2015 Sacramento St.,-0.3,-1.7,-1.9
2015 Northern Illinois,-3.4,1.5,-1.9
2015 Duquesne,4.7,-6.7,-2
2015 Denver,-4.8,2.8,-2
2015 Boston University,0.8,-2.9,-2
2015 East Carolina,-1.3,-0.7,-2
2015 Washington St.,4.3,-6.4,-2.1
2015 St. Francis (PA),-3.4,1.1,-2.3
2015 South Dakota,1.9,-4.2,-2.3
2015 Mount St. Mary's,-2.4,0,-2.4
2015 Holy Cross,-1.3,-1,-2.4
2015 Houston,-1.8,-0.6,-2.4
2015 Texas St.,-7.5,5,-2.4
2015 Missouri,-4,1.6,-2.4
2015 Fordham,-1,-1.5,-2.4
2015 Elon,0.9,-3.4,-2.5
2015 Incarnate Word,5.5,-8,-2.6
2015 Army,2.6,-5.2,-2.6
2015 Fresno St.,-0.3,-2.3,-2.7
2015 Gardner Webb,4.4,-7.2,-2.8
2015 SIU Edwardsville,-1.1,-1.7,-2.8
2015 Tennessee Tech,0,-2.9,-2.9
2015 Texas A&M-CC,-3.5,0.6,-2.9
2015 USC,0.2,-3.1,-2.9
2015 Maryland-Eastern Shore,-0.6,-2.3,-2.9
2015 Texas Southern,-0.4,-2.6,-3
2015 UNC Asheville,1.3,-4.3,-3
2015 Southern Illinois,-5.7,2.7,-3.1
2015 Idaho,5,-8.1,-3.1
2015 Bryant,-1.4,-1.8,-3.2
2015 Towson,-3.6,0.3,-3.3
2015 Hawaii,3.1,-6.5,-3.4
2015 Eastern Illinois,-4.7,1.3,-3.4
2015 Northern Colorado,3.5,-7,-3.5
2015 Miami (OH),-1.4,-2.2,-3.5
2015 Siena,2.5,-6.1,-3.6
2015 Western Carolina,0.4,-4.1,-3.7
2015 Southeast Missouri St.,-0.3,-3.4,-3.7
2015 Drexel,-6,2.2,-3.8
2015 Little Rock,0.3,-4.1,-3.8
2015 Cal St. Bakersfield,-5.2,1.4,-3.8
2015 Hampton,-1.3,-2.5,-3.8
2015 VMI,7.7,-11.6,-3.8
2015 UTSA,1.3,-5.2,-3.9
2015 Weber St.,-3.3,-0.7,-3.9
2015 UC Riverside,-3.2,-0.9,-4
2015 Wright St.,-3.9,-0.2,-4.1
2015 Northwestern St.,9.1,-13.3,-4.2
2015 Ohio,-0.2,-4,-4.2
2015 Sacred Heart,3.6,-7.8,-4.2
2015 Ball St.,-1.7,-2.5,-4.2
2015 Alabama St.,-0.3,-4,-4.3
2015 Rice,-3.7,-0.7,-4.4
2015 Howard,-6.5,1.9,-4.6
2015 Brown,-0.9,-3.8,-4.7
2015 Hartford,-4.8,0.2,-4.7
2015 Missouri St.,-5.4,0.7,-4.7
2015 Navy,-7.1,2.4,-4.7
2015 Santa Clara,-3.4,-1.4,-4.8
2015 Milwaukee,-3.3,-1.6,-4.9
2015 Omaha,5.5,-10.4,-4.9
2015 Portland St.,-0.2,-4.7,-5
2015 Grand Canyon,-0.6,-4.4,-5
2015 Bradley,-8.2,3.2,-5
2015 Seattle U,-6.5,1.3,-5.2
2015 Kansas City,-3.7,-1.6,-5.2
2015 Saint Louis,-6.7,1.3,-5.4
2015 UCF,-0.2,-5.2,-5.4
2015 Florida International,-5.6,0.1,-5.4
2015 Delaware,-0.9,-4.5,-5.4
2015 Charleston,-8.4,2.9,-5.6
2015 North Texas,-4.3,-1.3,-5.6
2015 Pacific,-3.5,-2.1,-5.6
2015 UNC Greensboro,-1.5,-4.2,-5.7
2015 Southern,-6.1,0.2,-5.9
2015 Florida Atlantic,-5.4,-0.5,-5.9
2015 Lamar,-1.4,-4.6,-6
2015 South Florida,-4.3,-1.7,-6.1
2015 Youngstown St.,1.4,-7.5,-6.1
2015 LIU,-0.7,-5.5,-6.3
2015 Fairfield,-6.9,0.6,-6.3
2015 Southern Utah,0.2,-6.5,-6.3
2015 Cal St. Northridge,-2.1,-4.2,-6.3
2015 Houston Baptist,-0.3,-6.2,-6.5
2015 Drake,-5.4,-1.2,-6.6
2015 Lipscomb,1,-7.7,-6.7
2015 Loyola Marymount,-4.4,-2.4,-6.7
2015 Appalachian St.,-4.2,-2.5,-6.8
2015 Penn,-5.2,-1.6,-6.8
2015 IUPUI,-6.4,-0.4,-6.8
2015 Samford,-0.9,-6,-6.8
2015 Delaware St.,-0.1,-6.8,-6.9
2015 Prairie View A&M,-2.4,-4.5,-6.9
2015 UMass Lowell,-5.6,-1.5,-7
2015 Marshall,-1.9,-5.2,-7
2015 Arkansas St.,-4.6,-2.4,-7
2015 Wagner,-0.5,-6.7,-7.1
2015 Campbell,-6.3,-0.8,-7.1
2015 South Alabama,0.2,-7.4,-7.2
2015 Troy,-3.4,-4,-7.4
2015 UIC,-3.1,-4.3,-7.4
2015 Marist,-5.6,-1.9,-7.5
2015 SE Louisiana,-2.5,-5.1,-7.6
2015 Jackson St.,-8.4,0.8,-7.6
2015 Loyola MD,-7,-0.7,-7.8
2015 Idaho St.,-4.8,-3,-7.8
2015 North Dakota,-2.4,-5.4,-7.9
2015 Niagara,-3.4,-4.5,-8
2015 New Orleans,-1.5,-6.6,-8.1
2015 Cal St. Fullerton,-2.7,-5.4,-8.1
2015 McNeese,-3.5,-4.8,-8.3
2015 Furman,-5.8,-2.6,-8.4
2015 Utah Valley,-9.3,0.7,-8.6
2015 Nevada,-6.4,-2.2,-8.6
2015 Fairleigh Dickinson,-1.6,-7.2,-8.8
2015 Jacksonville St.,-6.2,-2.6,-8.8
2015 Montana St.,-5.4,-3.5,-9
2015 Austin Peay,-4.4,-4.7,-9.1
2015 Longwood,-2.5,-6.8,-9.3
2015 The Citadel,-5.9,-3.8,-9.7
2015 Southern Miss,-7.3,-2.4,-9.7
2015 Bethune-Cookman,-10.1,0,-10.2
2015 Western Illinois,-7.1,-3.6,-10.7
2015 Chicago St.,-10,-0.7,-10.7
2015 Coppin St.,2.8,-13.7,-10.9
2015 Liberty,-7,-4,-11
2015 Abilene Christian,-6.1,-5,-11.1
2015 UT Rio Grande Valley,-6.2,-5,-11.1
2015 Binghamton,-9.1,-2.2,-11.2
2015 Nicholls,-6.4,-5,-11.4
2015 Morgan St.,-6.4,-5.3,-11.8
2015 Arkansas Pine Bluff,-9.4,-2.4,-11.8
2015 UMBC,-10,-2,-12
2015 Stetson,-4,-8,-12
2015 North Carolina A&T,-9.4,-2.6,-12.1
2015 Presbyterian,-8.1,-4,-12.1
2015 South Carolina St.,-8.5,-4,-12.5
2015 Tennessee St.,-9.5,-3,-12.5
2015 Alabama A&M,-7.8,-4.8,-12.6
2015 Kennesaw St.,-5.3,-7.4,-12.7
2015 Jacksonville,-6.1,-6.7,-12.7
2015 Central Connecticut,-8.2,-4.8,-13
2015 Maine,-5.1,-8,-13
2015 Savannah St.,-12.5,-1.3,-13.8
2015 San José St,-11.7,-3.5,-15.2
2015 Alcorn St.,-5.6,-10.3,-15.9
2015 Central Arkansas,-4.8,-12.4,-17.2
2015 Mississippi Valley St.,-3.9,-13.4,-17.3
2015 Florida A&M,-11.5,-7.5,-19
2015 Grambling,-15.8,-7.8,-23.6
2016 Villanova,8.9,11,19.9
2016 North Carolina,13.8,4.8,18.7
2016 Michigan St.,10.5,8.1,18.6
2016 Virginia,3.4,15.2,18.6
2016 Kansas,11.8,6.6,18.5
2016 Louisville,4.5,12.6,17.1
2016 West Virginia,8.9,7.7,16.5
2016 Kentucky,9.8,6.4,16.2
2016 Purdue,7.7,8.2,15.9
2016 Indiana,11.5,4.3,15.8
2016 Duke,12.1,3.5,15.6
2016 SMU,6.8,8.2,15
2016 Oklahoma,10.1,4.8,14.9
2016 Arizona,9.6,5.2,14.8
2016 Wichita St.,3.3,11.1,14.4
2016 Xavier,10.1,4,14.1
2016 Vanderbilt,6,7.6,13.6
2016 Connecticut,4.4,9.1,13.5
2016 Miami FL,6.7,6.8,13.5
2016 Maryland,6.3,7,13.3
2016 Texas A&M,5.5,7.5,13
2016 Oregon,8.3,4.7,13
2016 Cincinnati,3.3,9.6,13
2016 Iowa,7.4,5.5,12.9
2016 Iowa St.,12.3,0.5,12.8
2016 Gonzaga,6.4,6.1,12.5
2016 Pittsburgh,5.2,7.1,12.3
2016 Butler,8.6,3.5,12.1
2016 Baylor,7.5,4.3,11.8
2016 California,5.1,6.7,11.8
2016 Notre Dame,6.6,4.4,11
2016 Syracuse,1.5,9.5,11
2016 Seton Hall,4.7,6.2,11
2016 Valparaiso,1,9.7,10.7
2016 VCU,5.6,5,10.6
2016 Yale,2.4,8.1,10.5
2016 Michigan,4.1,6.3,10.4
2016 Florida,4,6.1,10.1
2016 Saint Mary's,1,9.1,10.1
2016 Utah,6.3,3.9,10.1
2016 Creighton,8.4,1.4,9.8
2016 Wisconsin,-0.6,10.3,9.8
2016 George Washington,5.2,4.4,9.7
2016 Clemson,0.5,9.2,9.7
2016 Texas,2.7,7,9.6
2016 Stephen F. Austin,3.1,6.5,9.5
2016 Florida St.,7.9,1.5,9.4
2016 BYU,9,0,9
2016 Dayton,1.6,7.4,9
2016 Princeton,5.6,3.1,8.7
2016 Saint Joseph's,6.5,2.2,8.7
2016 Colorado,3.9,4.7,8.7
2016 South Carolina,4.5,4.1,8.6
2016 Georgia Tech,4,4.5,8.5
2016 Stony Brook,1.5,6.6,8.1
2016 Little Rock,-1.6,9.7,8.1
2016 Texas Tech,2.8,5.1,7.9
2016 Houston,6.5,1.2,7.6
2016 Memphis,5.3,2.3,7.6
2016 San Diego St.,-3.1,10.6,7.5
2016 Arkansas,6.7,0.7,7.4
2016 Providence,3.8,3.6,7.4
2016 Kansas St.,0.7,6.6,7.4
2016 Northwestern,0.9,6.5,7.3
2016 USC,7.7,-0.4,7.3
2016 Boise St.,5,2.3,7.2
2016 Georgetown,3.5,3.7,7.2
2016 Tulsa,4.1,3,7.1
2016 NC St.,5.7,1.4,7.1
2016 Virginia Tech,4.8,2.1,6.9
2016 Oregon St.,1.8,5,6.8
2016 UC Santa Barbara,1.8,5,6.7
2016 Oakland,11.8,-5.3,6.5
2016 Ohio St.,0.8,5.7,6.4
2016 Rhode Island,-0.7,7.1,6.3
2016 Akron,2.5,3.8,6.3
2016 South Dakota St.,3.7,2.6,6.3
2016 Georgia,0.9,5.3,6.2
2016 Northern Iowa,-1.5,7.5,6
2016 Temple,0.5,5.4,5.9
2016 LSU,7.1,-1.3,5.8
2016 Mississippi,4.1,1.6,5.8
2016 UT Arlington,4.6,1.1,5.7
2016 Monmouth,5.3,0.4,5.7
2016 Mississippi St.,4.3,1.2,5.5
2016 St. Bonaventure,5,0.5,5.5
2016 UC Irvine,0.1,5.3,5.4
2016 UCLA,5.3,0,5.3
2016 Nebraska,1.8,3.3,5.1
2016 Evansville,2.5,2.5,5
2016 Richmond,5.3,-0.3,5
2016 Washington,10.1,-5.2,4.9
2016 James Madison,1.5,3.4,4.8
2016 Albany,0.9,4,4.8
2016 UNLV,5.5,-0.7,4.8
2016 William & Mary,4.4,0.4,4.8
2016 Tennessee,4.3,0.3,4.6
2016 UAB,3.8,0.8,4.6
2016 Alabama,-2.5,7.1,4.5
2016 Oklahoma St.,-2.2,6.7,4.5
2016 Marquette,4.2,0.3,4.5
2016 Louisiana,5.7,-1.3,4.4
2016 UNC Wilmington,4.6,-0.4,4.3
2016 Hofstra,5.7,-1.5,4.2
2016 Columbia,2.7,1.4,4.2
2016 Iona,6.9,-2.7,4.2
2016 Chattanooga,0.6,3.6,4.2
2016 New Mexico,4,0.1,4.1
2016 Davidson,7.1,-3.2,3.9
2016 Old Dominion,-5.3,8.9,3.6
2016 Milwaukee,4.1,-0.5,3.6
2016 Siena,4.3,-0.7,3.6
2016 New Mexico St.,-2.7,6,3.3
2016 Arizona St.,2.1,1.1,3.3
2016 Long Beach St.,4.2,-1,3.2
2016 Wake Forest,3.7,-0.5,3.2
2016 Hawaii,2.3,0.5,2.9
2016 Toledo,3.3,-0.5,2.8
2016 Belmont,8.3,-5.5,2.8
2016 Weber St.,0.1,2.7,2.8
2016 UNC Asheville,0.8,1.9,2.7
2016 Illinois,2.7,-0.2,2.6
2016 Fresno St.,1.7,0.8,2.5
2016 UL Monroe,0,2.3,2.4
2016 Charleston,-7.1,9.4,2.3
2016 Cal St. Bakersfield,-1.5,3.8,2.2
2016 Stanford,-0.9,3.2,2.2
2016 Fordham,-1.6,3.7,2.1
2016 Vermont,1.1,1,2.1
2016 Nevada,1.9,0,2
2016 Northeastern,0.7,1.3,2
2016 Colorado St.,6.1,-4.2,2
2016 Southern Illinois,1.6,0.3,1.9
2016 Buffalo,3.9,-2,1.8
2016 Illinois St.,-2.8,4.7,1.8
2016 Ohio,5,-3.2,1.8
2016 Purdue Fort Wayne,5.5,-3.8,1.8
2016 High Point,2.5,-0.9,1.6
2016 Louisiana Tech,3.3,-1.8,1.5
2016 Central Michigan,2.7,-1.3,1.4
2016 TCU,-2,3.4,1.3
2016 Green Bay,7.9,-6.6,1.3
2016 Coastal Carolina,-2.2,3.5,1.3
2016 Grand Canyon,1.5,-0.2,1.3
2016 Morehead St.,-1.5,2.8,1.3
2016 Middle Tennessee,-2.1,3.4,1.3
2016 Utah St.,0.5,0.8,1.2
2016 North Dakota St.,-4.8,5.9,1.1
2016 Bucknell,4.4,-3.3,1.1
2016 Duquesne,6,-5.1,0.9
2016 Penn St.,-3,4,0.9
2016 Towson,-1.9,2.8,0.9
2016 Furman,-2.7,3.6,0.9
2016 Montana,-2.6,3.4,0.8
2016 Murray St.,-1.2,2,0.8
2016 Pepperdine,0.3,0.5,0.8
2016 Wright St.,-5.1,5.9,0.8
2016 Marshall,9.9,-9.4,0.5
2016 Wyoming,-0.5,1.1,0.5
2016 Ball St.,-2.4,3,0.5
2016 Harvard,-5,5.5,0.5
2016 East Tennessee St.,2.8,-2.3,0.5
2016 Omaha,8.7,-8.5,0.2
2016 Northern Illinois,-2.7,2.9,0.2
2016 Missouri,-1.4,1.5,0.1
2016 Eastern Michigan,1,-1,0
2016 Kent St.,0.6,-0.6,0
2016 Winthrop,5.5,-5.6,-0.1
2016 Texas Southern,0.9,-1,-0.1
2016 Lehigh,-1,0.8,-0.2
2016 Massachusetts,1.6,-1.9,-0.3
2016 North Florida,6.9,-7.3,-0.3
2016 UCF,-1.7,1.2,-0.5
2016 Elon,2.9,-3.4,-0.5
2016 Detroit Mercy,7.3,-8,-0.7
2016 Eastern Washington,5.4,-6.1,-0.7
2016 Tennessee St.,-2.4,1.7,-0.8
2016 Georgia St.,-5.6,4.8,-0.8
2016 Mercer,-3.2,2.4,-0.8
2016 Auburn,0.9,-1.8,-0.9
2016 Minnesota,-1.6,0.6,-1
2016 Florida Gulf Coast,-1,0,-1
2016 Western Kentucky,1.8,-2.8,-1
2016 Indiana St.,-2.5,1.5,-1
2016 Denver,-7.1,6.1,-1
2016 Wofford,-1.4,0.3,-1.1
2016 Georgia Southern,0.9,-2.1,-1.2
2016 Tennessee Tech,2.9,-4.1,-1.2
2016 Texas St.,-7.2,6,-1.2
2016 Oral Roberts,2.1,-3.4,-1.3
2016 Navy,-6,4.6,-1.4
2016 DePaul,-1.5,0,-1.5
2016 Texas A&M-CC,-1.5,0,-1.6
2016 Fairfield,2.6,-4.2,-1.6
2016 Cal Poly,0.3,-1.9,-1.7
2016 Western Michigan,0.5,-2.2,-1.7
2016 Dartmouth,-2.7,1,-1.7
2016 East Carolina,-1.1,-0.7,-1.8
2016 Loyola Chicago,-6.1,4.3,-1.8
2016 Wagner,-5.6,3.8,-1.8
2016 NJIT,-0.5,-1.3,-1.8
2016 UTEP,1.4,-3.6,-2.2
2016 Charlotte,3.3,-5.6,-2.3
2016 Army,2.4,-4.7,-2.3
2016 Saint Peter's,-7.6,5.3,-2.3
2016 Washington St.,-0.5,-1.8,-2.3
2016 Eastern Kentucky,4.1,-6.4,-2.3
2016 UT Martin,-1,-1.4,-2.4
2016 George Mason,-2.6,0.2,-2.4
2016 Rider,-5.8,3.4,-2.4
2016 Pacific,-3,0.6,-2.4
2016 Sam Houston St.,-1.3,-1.1,-2.4
2016 Radford,-0.7,-1.9,-2.6
2016 Western Carolina,-1.2,-1.5,-2.6
2016 Boston University,-0.3,-2.4,-2.6
2016 New Hampshire,-2.9,0.2,-2.7
2016 Canisius,3.2,-5.9,-2.8
2016 Tulane,-4.4,1.6,-2.8
2016 Idaho,-5.5,2.7,-2.8
2016 UC Riverside,-4,1.1,-2.9
2016 Portland,3.8,-6.8,-3
2016 San Francisco,3.4,-6.4,-3
2016 Western Illinois,-4,1,-3.1
2016 Gardner Webb,0.1,-3.2,-3.1
2016 South Dakota,3,-6.2,-3.2
2016 Austin Peay,0.9,-4.2,-3.3
2016 North Dakota,-1.1,-2.3,-3.4
2016 Southern,-2.5,-0.9,-3.4
2016 Saint Louis,-4.8,1.3,-3.5
2016 Florida International,-4.2,0.6,-3.7
2016 St. John's,-2.5,-1.4,-3.8
2016 Santa Clara,-2.6,-1.3,-3.9
2016 Loyola Marymount,-1.1,-2.9,-4
2016 Samford,-0.6,-3.4,-4
2016 Manhattan,-3.4,-0.6,-4
2016 Jackson St.,-6.3,2.3,-4
2016 Arkansas St.,0.1,-4.2,-4.2
2016 South Florida,-5.7,1.6,-4.2
2016 Bowling Green,-3.5,-0.9,-4.3
2016 Penn,-3.5,-0.9,-4.4
2016 Cal St. Fullerton,-1.8,-2.6,-4.4
2016 UNC Greensboro,-2.6,-1.8,-4.5
2016 Colgate,-2.6,-1.9,-4.5
2016 Northern Kentucky,-3.2,-1.4,-4.6
2016 Incarnate Word,-1.8,-2.8,-4.6
2016 Boston College,-7.3,2.6,-4.7
2016 IUPUI,-4.2,-0.5,-4.7
2016 Montana St.,0.7,-5.3,-4.7
2016 Drake,-2.6,-2.2,-4.7
2016 Norfolk St.,-0.8,-4.1,-4.8
2016 Houston Baptist,0.3,-5.1,-4.8
2016 Air Force,-4.1,-0.8,-4.8
2016 Mount St. Mary's,-4.7,-0.1,-4.8
2016 Brown,0.5,-5.4,-4.9
2016 South Alabama,-3.4,-1.6,-5
2016 Missouri St.,-3.4,-1.7,-5.2
2016 Drexel,-7.5,2.3,-5.2
2016 Miami (OH),-8.5,3.2,-5.3
2016 Portland St.,0.8,-6.1,-5.3
2016 UC Davis,-8.6,3.3,-5.3
2016 Eastern Illinois,-3.2,-2.1,-5.3
2016 Cal St. Northridge,-1.3,-4.3,-5.6
2016 Appalachian St.,-1.3,-4.3,-5.7
2016 Hampton,-1.2,-4.5,-5.7
2016 Campbell,-2.4,-3.3,-5.7
2016 Lipscomb,1.8,-7.6,-5.8
2016 Loyola MD,-2.2,-3.6,-5.8
2016 Sacramento St.,-4.1,-2,-6
2016 St. Francis (BKN),-8,1.9,-6.1
2016 Cornell,-1.3,-4.8,-6.2
2016 Kansas City,-4.6,-1.7,-6.3
2016 South Carolina St.,-2,-4.4,-6.4
2016 Jacksonville,-1.7,-4.8,-6.5
2016 LIU,0.6,-7.1,-6.5
2016 Charleston Southern,-2.6,-4,-6.6
2016 Cleveland St.,-11.9,5.3,-6.6
2016 La Salle,-6.6,-0.1,-6.7
2016 Fairleigh Dickinson,2.1,-8.8,-6.7
2016 Utah Valley,1,-7.8,-6.8
2016 Idaho St.,-2.1,-4.8,-6.8
2016 Stetson,2.3,-9.2,-6.8
2016 Youngstown St.,2.4,-9.3,-6.9
2016 Kennesaw St.,-2.5,-4.4,-7
2016 San José St,-4.1,-2.9,-7
2016 Quinnipiac,-7.2,0.2,-7
2016 Longwood,-2.7,-4.6,-7.2
2016 St. Francis (PA),-3.8,-3.4,-7.3
2016 Troy,-3.4,-4,-7.3
2016 Robert Morris,-7.8,0.4,-7.4
2016 Sacred Heart,-0.7,-6.9,-7.6
2016 Delaware,-4.4,-3.2,-7.6
2016 Rutgers,-2.9,-4.8,-7.7
2016 Liberty,-9.5,1.8,-7.7
2016 Marist,-1.6,-6.1,-7.7
2016 Holy Cross,-8.2,0.4,-7.7
2016 North Carolina Central,-6.8,-0.9,-7.8
2016 Jacksonville St.,-7,-0.7,-7.8
2016 American,-13,5.1,-7.9
2016 Niagara,-7.9,0,-7.9
2016 Bethune-Cookman,-5.1,-2.8,-7.9
2016 Abilene Christian,-5.2,-2.8,-8
2016 Alabama St.,-2.7,-5.3,-8
2016 New Orleans,-2.2,-5.9,-8.1
2016 Rice,0,-8.1,-8.1
2016 Seattle U,-9.4,1.3,-8.1
2016 North Texas,-1.7,-6.5,-8.1
2016 San Diego,-10.5,2.4,-8.1
2016 SIU Edwardsville,-7.3,-0.9,-8.2
2016 Alabama A&M,-5.2,-3.1,-8.4
2016 Florida Atlantic,-6.9,-1.6,-8.6
2016 UMass Lowell,1,-9.6,-8.6
2016 The Citadel,7.7,-16.3,-8.6
2016 VMI,-4.9,-3.9,-8.8
2016 SE Louisiana,-4.3,-4.7,-9
2016 Northern Colorado,-1.2,-7.8,-9
2016 Morgan St.,-6.1,-3,-9.2
2016 Central Arkansas,0.2,-9.4,-9.3
2016 Binghamton,-12.2,2.9,-9.3
2016 Lamar,-2.6,-6.7,-9.4
2016 Hartford,-2.2,-7.3,-9.4
2016 Maryland-Eastern Shore,-5,-4.7,-9.7
2016 Presbyterian,-7.3,-2.4,-9.7
2016 Southern Miss,-9.8,0,-9.8
2016 UMBC,-1.8,-8.1,-9.9
2016 Lafayette,-1.1,-8.7,-9.9
2016 South Carolina UpSt.,-4.7,-5.3,-9.9
2016 Alcorn St.,-6.4,-3.6,-10
2016 Howard,-4.4,-5.8,-10.2
2016 UIC,-6,-4.9,-10.9
2016 Bradley,-12.5,1.5,-10.9
2016 Northwestern St.,2,-13,-11
2016 Northern Arizona,-4.5,-6.9,-11.4
2016 Maine,0.9,-12.5,-11.5
2016 Prairie View A&M,-10.4,-1.3,-11.7
2016 McNeese,-4.9,-6.8,-11.7
2016 Southeast Missouri St.,-6.2,-5.5,-11.7
2016 Savannah St.,-12.7,1,-11.7
2016 Southern Utah,-3.2,-8.8,-12
2016 Coppin St.,-2.8,-9.3,-12.1
2016 Nicholls,-8,-4.3,-12.3
2016 North Carolina A&T,-6.2,-6.4,-12.6
2016 Grambling,-12,-0.7,-12.7
2016 UTSA,-2.1,-10.9,-13
2016 Chicago St.,-6.7,-6.5,-13.2
2016 Bryant,-7.8,-5.4,-13.3
2016 Arkansas Pine Bluff,-13.9,0.3,-13.6
2016 Mississippi Valley St.,-6.3,-7.5,-13.8
2016 Delaware St.,-11.2,-3.9,-15.1
2016 UT Rio Grande Valley,-7.7,-7.8,-15.5
2016 Florida A&M,-11.3,-4.5,-15.8
2016 Central Connecticut,-8,-8,-16
2017 Gonzaga,10.8,9.5,20.4
2017 Villanova,11.9,8.4,20.3
2017 North Carolina,11.3,8.2,19.4
2017 Kansas,12.1,6.3,18.4
2017 Florida,8.5,9.6,18.1
2017 Louisville,7.9,9.9,17.8
2017 Duke,11.8,5.9,17.7
2017 West Virginia,8.2,9.4,17.6
2017 Kentucky,9.6,7.9,17.5
2017 Oregon,10.7,6.8,17.4
2017 Virginia,5.8,11.4,17.2
2017 UCLA,14.4,2.4,16.8
