team_year,ovr_rating_bpi,ovr_rating_kenpom,ovr_rating_torvik,wab,off_rating_bpi,off_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,def_rating_torvik
2008 Washington St.,14.3,23.9044,0.925876401,4.908080099,1.1,116.272,114.2136172,13.2,92.3676,91.69838081
2014 Weber St.,2.4,-0.49027,0.461796948,-6.807257811,0.1,106.025,105.2302016,2.4,106.516,106.6406012
2016 Weber St.,2.8,2.74146,0.590804648,-3.506690918,0.1,103.593,102.8772832,2.7,100.851,99.64345389
2008 West Virginia,16.6,20.14,0.913026561,2.647984131,8.9,113.57,113.1124227,7.7,93.4302,92.19752893
2009 West Virginia,16.6,25.031,0.944066713,3.930063544,6.5,114.693,113.6722981,10,89.6619,88.90579889
2010 West Virginia,16.5,25.7322,0.936617154,8.024384392,7.8,117.329,116.7258602,8.7,91.5966,92.35567207
2011 West Virginia,12.9,20.1684,0.903117605,2.927364879,4.5,113.313,113.3268405,8.4,93.145,93.33155065
2012 West Virginia,9.9,14.5249,0.847996912,-0.199792745,7.3,111.599,110.9296388,2.6,97.0738,95.5280506
2015 West Virginia,11.5,18.7531,0.880308039,3.948267888,8,113.252,110.4555147,3.5,94.4993,92.8610346
2016 West Virginia,16.5,25.9146,0.944477291,7.31746471,8.9,116.39,115.4198639,7.7,90.4754,90.21138526
2017 West Virginia,17.6,26.7991,0.952431549,6.426552273,8.2,116.472,116.1127739,9.4,89.6731,89.4756379
2018 West Virginia,15.8,21.7748,0.928854004,4.599486272,9.4,119.151,118.9777649,6.4,97.3766,95.1568333
2021 West Virginia,12,20.3206,0.90110302,3.015661403,8.1,116.128,115.0430531,3.9,95.8073,94.93310089
2023 West Virginia,12.1,19.1445,0.894663175,1.45726282,8.2,117.144,116.0775261,3.9,97.9996,96.3737229
2008 Western Kentucky,8.2,14.0646,0.814657692,0.219578402,7.5,111.076,108.6478788,0.6,97.011,95.52304464
2009 Western Kentucky,3.5,7.03093,0.654303735,-1.967797926,3.9,109.869,108.064735,-0.4,102.838,102.2326621
2012 Western Kentucky,-3.9,-2.83435,0.409480563,-10.17806006,-2.6,98.1875,96.48495859,-1.3,101.022,99.60606432
2013 Western Kentucky,-0.4,-0.965895,0.46846574,-8.146013547,-1.5,101.798,99.47222574,1.1,102.763,100.5707523
2014 Western Michigan,2.8,4.41973,0.580307867,-2.770069976,1.2,106.443,105.0446102,1.6,102.024,102.1260626
2012 Wichita St.,14.1,23.2362,0.929671288,4.431997426,8.9,116.963,115.8697024,5.3,93.7271,92.57090753
2013 Wichita St.,11.8,17.3895,0.866753623,2.332754913,4.4,109.966,107.8200909,7.5,92.5764,91.61849421
2014 Wichita St.,14.6,25.1804,0.918879667,8.232693742,5.4,117.117,115.5180243,9.2,91.937,93.53763139
2015 Wichita St.,13.7,21.6555,0.92510532,4.421778834,5.1,114.962,114.0963619,8.6,93.3065,91.69335536
2016 Wichita St.,14.4,21.1508,0.91866349,0.283416139,3.3,111.743,111.5226579,11.1,90.5918,90.32523873
2017 Wichita St.,15.7,26.4121,0.934893516,4.078592823,7.2,119.636,116.7322726,8.5,93.2236,92.59131528
2018 Wichita St.,14.2,20.068,0.876106338,3.36794963,10.4,121.925,120.2288993,3.8,101.857,101.4235093
2021 Wichita St.,5,11.5469,0.779150338,1.297588111,1.7,109.988,109.3988135,3.3,98.4414,98.03965712
2008 Winthrop,5.9,7.30673,0.709237942,-4.248254405,-4.7,99.6932,98.13278249,10.5,92.3864,90.81128738
2010 Winthrop,-2.8,-4.11173,0.33376091,-8.536004567,-8.6,90.8904,89.49369855,5.8,95.0021,95.03779215
2017 Winthrop,3.7,4.62694,0.598071553,-1.763002564,1.5,106.436,105.1932124,2.3,101.809,101.619871
2021 Winthrop,5.8,8.93908,0.732025007,0.989562789,2.5,105.093,104.8360179,3.3,96.1535,96.06383896
2008 Wisconsin,16.5,27.4107,0.960924919,8.26890642,2.1,113.619,112.2142154,14.4,86.2081,84.93949098
2009 Wisconsin,10.6,17.9651,0.879082004,0.344210153,0.6,113.854,112.6646103,9.9,95.8886,94.8137081
2010 Wisconsin,15.9,25.564,0.94876636,3.834218305,2.3,115.399,114.8679326,13.6,89.8348,89.11942264
2011 Wisconsin,16,25.5977,0.941515814,5.636863206,3.7,121.946,121.6016672,12.2,96.348,95.4995535
2012 Wisconsin,16.2,23.2991,0.937898342,4.817680847,0.3,111.961,110.628086,15.9,88.662,87.36532316
2013 Wisconsin,15.6,23.008,0.937135543,4.571937786,2.4,108.829,108.3726123,13.2,85.8206,85.68109322
2014 Wisconsin,15.8,23.8262,0.935450414,7.958910077,7.8,120.678,121.8598054,8,96.8522,96.58126473
2015 Wisconsin,21.7,33.5251,0.974316505,11.25815138,10.4,126.815,126.352107,11.3,93.2904,92.10307823
2016 Wisconsin,9.8,16.3651,0.83597002,0.487169924,-0.6,111.769,110.1591517,10.3,95.4038,95.61346645
2017 Wisconsin,15,22.2926,0.924879292,5.13153413,6.7,113.589,113.4573276,8.3,91.2963,91.2056299
2019 Wisconsin,14.3,23.675,0.912649406,6.231756946,5,110.809,108.87936,9.4,87.134,88.78376323
2021 Wisconsin,13.2,22.6545,0.918211207,2.056956855,6,112.522,111.4600561,7.2,89.8672,90.32194384
2022 Wisconsin,10.9,15.5839,0.863922386,6.457746407,4.7,110.398,110.1413856,6.1,94.8142,93.78892877
2010 Wofford,5.7,9.42513,0.739701066,-1.701015158,-0.2,104.267,103.7032927,5.9,94.8414,94.70010738
2011 Wofford,5.3,7.57016,0.698292782,-4.524960475,4.7,111.911,110.7416648,0.6,104.341,102.9483955
2014 Wofford,-0.4,-2.02301,0.413258503,-6.432519897,-6.6,100.924,100.1180585,6.2,102.947,103.2165589
2015 Wofford,4.2,6.39782,0.647949416,0.471143919,-2.7,104.909,102.4756732,7,98.5115,97.18133571
2019 Wofford,14.3,20.7146,0.873680153,4.177798628,9.9,118.357,115.8005718,4.4,97.6422,97.87630912
2018 Wright St.,1.7,2.81674,0.589448867,-3.526058062,-2.9,101.068,99.48027232,4.6,98.251,96.40019941
2022 Wright St.,0.8,-0.866069,0.42817885,-8.394732554,2.3,106.365,104.2088238,-1.5,107.231,106.8634712
2015 Wyoming,2.9,6.40364,0.642040071,-1.347631306,-4.8,104.478,102.7006057,7.7,98.0741,97.61346397
2022 Wyoming,3.8,13.0956,0.777354123,1.932089671,2.9,110.173,108.7226756,0.9,97.0777,97.52194867
2008 Xavier,14.3,22.3453,0.927155227,4.662532698,7.9,116.413,115.1872173,6.4,94.068,92.32912429
2009 Xavier,13.5,19.0951,0.898129037,2.903986487,6.1,111.158,109.4719941,7.3,92.0625,90.59496137
2010 Xavier,13.4,19.8256,0.8976123,2.885644945,11.9,114.769,114.3189407,1.6,94.9437,94.65248432
2011 Xavier,10.5,16.5395,0.83974066,2.40332172,5.2,112.808,111.1759602,5.3,96.2683,96.26339279
2012 Xavier,8,11.6059,0.791966502,0.697368037,5.2,107.588,106.3382238,2.8,95.9824,94.66833662
2014 Xavier,9.6,15.0151,0.813597929,1.462259657,5.1,113.691,112.635797,4.5,98.6757,99.08954151
2015 Xavier,9.5,18.6517,0.886124524,1.267236525,8.4,115.283,114.9508918,1.1,96.6313,96.16753206
2016 Xavier,14.1,21.71,0.921632664,7.729962534,10.1,117.096,117.1222882,4,95.3858,94.52774708
2017 Xavier,10.4,15.3189,0.87088917,1.609239448,6.8,114.744,114.4891809,3.6,99.4255,96.97894892
2018 Xavier,14.7,21.6909,0.922687347,8.779224312,10.5,120.74,121.0698576,4.2,99.0492,97.58900774
2023 Xavier,12.5,19.693,0.89537712,5.359560189,8.8,119.297,118.6142162,3.6,99.604,98.41476969
2016 Yale,10.5,13.8265,0.811956682,0.098332383,2.4,109.51,108.1970095,8.1,95.6837,95.27390296
2019 Yale,6.4,8.58693,0.707413693,-0.702493629,4.8,111.702,110.1476625,1.6,103.115,102.0080539
2022 Yale,0.7,2.23432,0.539045033,-4.866066443,-1.4,101.474,99.78234354,2.1,99.2392,98.43364449
